0.99999999999999978E-13	1.34958516000000017E0
1.99999999999999956E-13	1.34533602000000063E0
4.31902807529901089E-13	1.33548214504412521E0
1.12761123011960462E-12	1.30592052017649940E0
3.21473649788871274E-12	1.21723564557362174E0
9.47611230119604819E-12	9.51181021764988976E-1
1.94761123011960535E-11	5.26267021765021248E-1
2.94761123011960402E-11	3.82685220317366914E-1
3.94761123011960446E-11	5.86290300317378232E-1
4.94761123011960535E-11	7.89895380317389595E-1
5.94761123011960358E-11	1.13610666386030390E0
6.94761123011960446E-11	1.49020194386027871E0
7.94761123011960446E-11	1.41239243904792433E0
8.94761123011960713E-11	8.01577199047892286E-1
9.94761123011960535E-11	1.90761959047860197E-1
1.09476112301196071E-10	-1.73984107302891378E-2
1.19476112301196080E-10	-2.03297970730304067E-1
1.29476112301196045E-10	-7.61660778031215635E-2
1.39476112301196054E-10	4.37272162196836689E-1
1.49476112301196040E-10	9.50710402196795101E-1
1.59476112301195960E-10	5.16234290196980261E-1
1.69476112301196058E-10	2.93526501969608722E-2
1.79476112301196045E-10	-7.94335259504596891E-1
1.89476112301195965E-10	-2.03366957950449656E0
1.99476112301195996E-10	-3.27300389950439552E0
2.09476112301195938E-10	-3.26243351083176103E0
2.19476112301195991E-10	-3.18276203083175435E0
2.29476112301195956E-10	-2.61967428966365512E0
2.39476112301195965E-10	-1.46001144966374818E0
2.49476112301195974E-10	-3.00348609663837696E-1
2.59476112301195938E-10	1.21115492247510170E-1
2.69476112301195947E-10	5.01768212247525547E-1
2.79476112301195956E-10	5.49576881346124857E-1
2.89476112301196054E-10	1.86628841346095142E-1
2.99476112301196107E-10	-1.76319198653934528E-1
3.09476112301196027E-10	2.66040909803063785E-1
3.19476112301196036E-10	7.52922549803026087E-1
3.29476112301196089E-10	1.25565381699035972E0
3.39476112301196142E-10	1.77794481699038176E0
3.49476112301196240E-10	2.30023581699040403E0
3.59476112301196249E-10	1.64811969748579967E0
3.69476112301196258E-10	9.31076377485856810E-1
3.79476112301196178E-10	3.60642672958931243E-1
3.89476112301196276E-10	-2.88628070411006687E-2
