0.99999999999999978E-13	-2.75475521999969297E0
1.99999999999999956E-13	-2.76405023999969357E0
4.31902807529901089E-13	-2.78560565234016089E0
1.12761123011960462E-12	-2.85027188936156195E0
3.21473649788871274E-12	-3.04427060042576514E0
9.47611230119604819E-12	-3.62626673361837515E0
1.94761123011960535E-11	-4.55576873361842782E0
2.94761123011960402E-11	-2.81063091802075427E0
3.94761123011960446E-11	2.23523060197886103E0
4.94761123011960535E-11	7.28109212197847633E0
5.94761123011960358E-11	7.83904077787277753E0
6.94761123011960446E-11	8.14887477787279657E0
7.94761123011960446E-11	7.28979181692805067E0
8.94761123011960713E-11	4.98816997692820596E0
9.94761123011960535E-11	2.68654813692836036E0
1.09476112301196071E-10	3.65649114752929272E0
1.19476112301196080E-10	4.80730290752933875E0
1.29476112301196045E-10	6.25529611727558610E0
1.39476112301196054E-10	8.07003547727572901E0
1.49476112301196040E-10	9.88477483727587369E0
1.59476112301195960E-10	1.03573339498477446E1
1.69476112301196058E-10	1.07556905098477129E1
1.79476112301196045E-10	1.04209982404957091E1
1.89476112301195965E-10	9.18166392049566049E0
1.99476112301195996E-10	7.94232960049561232E0
2.09476112301195938E-10	6.32550813064800277E0
2.19476112301195991E-10	4.68781725064813592E0
2.29476112301195956E-10	3.22843524049581676E0
2.39476112301195965E-10	1.98910092049571730E0
2.49476112301195974E-10	7.49766600495614721E-1
2.59476112301195938E-10	-2.37909619605828571E-1
2.69476112301195947E-10	-1.21167289960575109E0
2.79476112301195956E-10	-2.42318133940260783E0
2.89476112301196054E-10	-3.92808669940267174E0
2.99476112301196107E-10	-5.43299205940273566E0
3.09476112301196027E-10	-5.63766124994924223E0
3.19476112301196036E-10	-5.77044676994925343E0
3.29476112301196089E-10	-4.04089169560057293E0
3.39476112301196142E-10	-1.30564156008858845E-2
3.49476112301196240E-10	4.01477886439880205E0
3.59476112301196249E-10	5.81963054732637453E0
3.69476112301196258E-10	7.50158438732644228E0
3.79476112301196178E-10	6.56833545366483929E0
3.89476112301196276E-10	2.40771297366516190E0
3.99476112301196284E-10	-1.75290950633451637E0
4.09476112301196338E-10	-4.94884048074155913E0
