0.99999999999999978E-13	-1.68837899945287262E-4
1.99999999999999956E-13	-3.37404246773583072E-4
4.31171979349818280E-13	-7.25005835612356986E-4
1.12468791739927365E-12	-1.87048427494234115E-3
3.20523573154763941E-12	-5.15274874139807260E-3
9.44687917399273047E-12	-1.36582072435682722E-2
1.94468791739927371E-11	-2.33300974526246119E-2
2.94468791739927394E-11	-2.86454378616171512E-2
3.94468791739927305E-11	-3.03314748121793976E-2
4.94468791739927394E-11	-2.89062050037169538E-2
5.94468791739927305E-11	-2.38164873602918803E-2
6.94468791739927305E-11	-1.45117948603636671E-2
7.94468791739927482E-11	-1.83248338432172098E-3
8.94468791739927482E-11	1.27960064262724948E-2
9.94468791739927482E-11	2.85750009810750782E-2
1.09446879173992762E-10	4.07145723342653287E-2
1.19446879173992748E-10	4.46025390255926091E-2
1.29446879173992713E-10	4.15871186329077602E-2
1.39446879173992722E-10	3.42173504555793428E-2
1.49446879173992730E-10	2.39578863679764353E-2
1.59446879173992673E-10	1.75057917115091044E-2
1.69446879173992682E-10	2.13025426169414356E-2
1.79213208701939219E-10	3.25407495910409139E-2
1.89213208701939228E-10	4.66552519602506699E-2
1.99213208701939193E-10	6.07034585986482611E-2
2.09213208701939202E-10	6.74546610938713975E-2
2.19213208701939255E-10	5.97422207937776406E-2
2.29213208701939175E-10	4.20661771394695805E-2
2.39213208701939184E-10	2.42757548620137431E-2
2.49213208701939237E-10	1.15374139478623450E-2
2.59213208701939202E-10	9.68871988649689975E-3
2.67251192859507158E-10	2.03910122061703669E-2
2.76815200234332259E-10	4.45558418195885508E-2
2.86815200234332268E-10	7.11809572630255794E-2
2.96815200234332321E-10	9.03388989515694973E-2
3.06815200234332419E-10	9.88178266963559793E-2
3.16815200234332295E-10	9.18788287793448610E-2
3.26815200234332437E-10	7.07538867064567700E-2
3.36815200234332490E-10	4.56378227104782752E-2
3.46815200234332499E-10	2.41561303281925221E-2
3.56815200234332508E-10	7.97799781006889575E-3
3.66815200234332517E-10	-4.44637476885020444E-4
3.75678243886201901E-10	-1.56047463856318513E-3
3.85678243886201910E-10	-2.02507244651556473E-3
3.91124395955890769E-10	-4.07208895120694692E-3
3.97603779705970606E-10	-8.02507936426516366E-3
4.07603779705970659E-10	-1.50022460531049862E-2
4.17603779705970712E-10	-2.06200815229035861E-2
4.27603779705970588E-10	-2.34725132045067886E-2
4.37603779705970641E-10	-2.04991679599754040E-2
4.47603779705970695E-10	-9.79314566629597216E-3
4.57603779705970748E-10	3.66704597011612021E-3
4.66296975234412336E-10	1.29154705504289979E-2
4.74356483934007045E-10	1.86508838999713777E-2
4.84356483934007009E-10	1.97892568298792382E-2
4.94356483934007063E-10	1.24529263470317608E-2
5.04356483934007116E-10	-4.58006036484348034E-4
5.14356483934006992E-10	-1.31985874369851031E-2
5.23408622365794773E-10	-2.20466258083246736E-2
5.33408622365794827E-10	-2.67411279934274049E-2
5.43408622365794791E-10	-2.38543786671175750E-2
5.53408622365794756E-10	-1.53196679961545379E-2
5.63408622365794809E-10	-6.57256016055356884E-3
5.73008734491013971E-10	-1.04002477340526123E-3
5.81911275481269641E-10	7.64011742482778455E-4
5.90905119012222979E-10	-1.78312743587429190E-3
5.99522087359331479E-10	-8.28735196362593385E-3
6.09522087359331088E-10	-1.60071204611484097E-2
6.19128521986810476E-10	-1.95646998092470192E-2
6.29128521986810263E-10	-1.97377297569223176E-2
6.39128521986810227E-10	-1.74268134683874010E-2
6.49128521986810192E-10	-1.33305582816163448E-2
6.59128521986809979E-10	-9.34984326917964914E-3
6.69128521986810121E-10	-7.37162992967246566E-3
6.79128521986810174E-10	-6.15359453170116666E-3
6.89128521986809961E-10	-2.67182698818940700E-3
6.98030087115304010E-10	3.62705990480635698E-3
7.06980090848574427E-10	1.45128568413943126E-2
7.16980090848574214E-10	3.43185787462148095E-2
7.26980090848574001E-10	6.11428780101495395E-2
7.36980090848574054E-10	8.96844602386300593E-2
7.46980090848574108E-10	1.16060701263231159E-1
7.56980090848573983E-10	1.39555877140656248E-1
7.66980090848574214E-10	1.59123779183131808E-1
7.76980090848574090E-10	1.76542705940285671E-1
7.86980090848574143E-10	2.01135517552665188E-1
7.96980090848573752E-10	2.39539751472541207E-1
8.06980090848574072E-10	2.95015394934930075E-1
8.16980090848573859E-10	3.72489006886046736E-1
8.26980090848573823E-10	4.70909566852967743E-1
8.36980090848573788E-10	5.83503628790572471E-1
8.46980090848573752E-10	7.05086576559109623E-1
8.56980090848573539E-10	8.28812256480558673E-1
8.66980090848573681E-10	9.45885302660649074E-1
8.76980090848573646E-10	1.05477645238386941E0
8.86980090848573965E-10	1.15847144830858251E0
8.96980090848573752E-10	1.25923597604384896E0
9.06980090848573539E-10	1.36511056512867146E0
9.16980090848573504E-10	1.48673645523868347E0
9.26980090848573468E-10	1.62723941091169522E0
9.36980090848573610E-10	1.79116462498344720E0
9.46980090848573397E-10	1.98137586242988983E0
9.56980090848573539E-10	2.19263337493665889E0
9.66980090848573681E-10	2.41899761933878699E0
